Dominant_Topic,Percentage_Contribution,Topic_Keywords,Project_ID,Project_Title,Project_Status,Focus_Area,Sector,Subector,Region,Topic_Category,Topic_Label
7,0.995,"0.009*""ländlich"" + 0.008*""bevölkerung"" + 0.007*""unterstützen"" + 0.007*""verbesserung"" + 0.006*""nachhaltig"" + 0.005*""sozial"" + 0.005*""zugang"" + 0.004*""leisten"" + 0.004*""landwirtschaftlich"" + 0.004*""deutsch""",37330,Ländliches Infrastrukturprogramm VII (RIP VII),aktiv,Transport und Kommunikation,430 - Andere multisektorale Maßnahmen,43040 - Ländliche Entwicklung,Asien/Ozeanien,"Rural Development, Agricultural Support, & Climate Change","Topic 7: Rural Development, Agricultural Support, & Climate Change"
7,0.9946,"0.009*""ländlich"" + 0.008*""bevölkerung"" + 0.007*""unterstützen"" + 0.007*""verbesserung"" + 0.006*""nachhaltig"" + 0.005*""sozial"" + 0.005*""zugang"" + 0.004*""leisten"" + 0.004*""landwirtschaftlich"" + 0.004*""deutsch""",37331,Deutscher Beitrag zum Health Equity and Quality Improvement Programme (H-EQIP),aktiv,Gesundheit,120 - Gesundheitswesen,12110 - Gesundheitspolitik und Verwaltung des Gesundheitsw,Asien/Ozeanien,"Rural Development, Agricultural Support, & Climate Change","Topic 7: Rural Development, Agricultural Support, & Climate Change"
5,0.5904,"0.008*""fond"" + 0.007*""unterstützen"" + 0.006*""land"" + 0.006*""finanzieren"" + 0.006*""verbessern"" + 0.006*""nachhaltig"" + 0.005*""region"" + 0.005*""fonds"" + 0.005*""sanad"" + 0.005*""lokal""",37333,"Amazonienfonds, Phase II",aktiv,Umwelt und Klima,410 - Umweltschutz allgemein,41010 - Umweltpolitik und -verwaltung,Lateinamerika,Regional Financing & Local Support,Topic 5: Regional Financing & Local Support
3,0.9802,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",37334,Schulbauprogramm,aktiv,Bildung,110 - Bildung,11220 - Grundschulbildung,Nordafrika/Naher Osten,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
9,0.8877,"0.013*""flüchtling"" + 0.011*""bevölkerung"" + 0.008*""nachhaltig"" + 0.007*""syrisch"" + 0.007*""verbessern"" + 0.006*""verbesserung"" + 0.005*""unterstützen"" + 0.005*""infrastruktur"" + 0.004*""lokal"" + 0.004*""finanzieren""",37357,Deutscher Beitrag zum EU-Trust-Fund II,aktiv,Friedensentwicklung und Krisenprävention,160 - Sonstige soziale Infrastruktur und Dienste,16050 - Multisektorale Hilfe für soziale Grunddienste,Afrika Subsahara,Infrastructural and Humanitarian Support & Syrian Refugees,Topic 9: Infrastructural and Humanitarian Support & Syrian Refugees
2,0.9912,"0.008*""verbesserung"" + 0.007*""nachhaltig"" + 0.006*""national"" + 0.006*""ländlich"" + 0.006*""investition"" + 0.006*""bevölkerung"" + 0.006*""leisten"" + 0.006*""unterstützen"" + 0.005*""entwicklung"" + 0.005*""wirtschaftlich""",37367,Kleine und mittlere Bewässerungsperimeter III - Zuschuss,aktiv,Wasser und Abfall,"310 - Landwirtschaft, Forstwirtschaft und Fischereiwesen",31140 - Landwirtschaftliche Wasserressourcen,Nordafrika/Naher Osten,Rural Development & National Empowerment,Topic 2: Rural Development & National Empowerment
7,0.9939,"0.009*""ländlich"" + 0.008*""bevölkerung"" + 0.007*""unterstützen"" + 0.007*""verbesserung"" + 0.006*""nachhaltig"" + 0.005*""sozial"" + 0.005*""zugang"" + 0.004*""leisten"" + 0.004*""landwirtschaftlich"" + 0.004*""deutsch""",37372,Klimaversicherungsfonds IV - Treuhandbeteiligung,aktiv,Wirtschaft und Finanzsektor,240 - Finanzwesen,24030 - Finanzintermediäre des formellen Sektors,Global,"Rural Development, Agricultural Support, & Climate Change","Topic 7: Rural Development, Agricultural Support, & Climate Change"
1,0.6803,"0.013*""kkmu"" + 0.007*""zugang"" + 0.007*""investition"" + 0.006*""unternehmen"" + 0.006*""nachhaltig"" + 0.006*""finanzierung"" + 0.005*""privat"" + 0.005*""bevölkerung"" + 0.005*""gesundheit"" + 0.005*""verbessern""",37376,Programm zur Unternehmensentwicklung und KKMU-Förderung in Zentralamerika II,aktiv,Wirtschaft und Finanzsektor,240 - Finanzwesen,24030 - Finanzintermediäre des formellen Sektors,Lateinamerika,"SME Investment, Financial Services, & Health","Topic 1: SME Investment, Financial Services, & Health"
2,0.7546,"0.008*""verbesserung"" + 0.007*""nachhaltig"" + 0.006*""national"" + 0.006*""ländlich"" + 0.006*""investition"" + 0.006*""bevölkerung"" + 0.006*""leisten"" + 0.006*""unterstützen"" + 0.005*""entwicklung"" + 0.005*""wirtschaftlich""",37385,Energie für nachhaltige Entwicklung: Solarkraftwerk für die Côte d'Ivoire im Kontext des West African Power Pool (WAPP),aktiv,Energie,"230 - Energieerzeugung, -verteilung und -effizienz","23210 - Energieerzeugung, erneuerbare Quellen",Afrika Subsahara,Rural Development & National Empowerment,Topic 2: Rural Development & National Empowerment
2,0.5491,"0.008*""verbesserung"" + 0.007*""nachhaltig"" + 0.006*""national"" + 0.006*""ländlich"" + 0.006*""investition"" + 0.006*""bevölkerung"" + 0.006*""leisten"" + 0.006*""unterstützen"" + 0.005*""entwicklung"" + 0.005*""wirtschaftlich""",37408,Agrarfinanzierung Kenia,aktiv,Wirtschaft und Finanzsektor,"310 - Landwirtschaft, Forstwirtschaft und Fischereiwesen",31193 - Landwirtschaftliche Finanzdienste,Afrika Subsahara,Rural Development & National Empowerment,Topic 2: Rural Development & National Empowerment
3,0.9818,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",37409,UNICEF RACE II: Bildung Libanon/Unterstützung des libanesischen Bildungsprogramms Reaching all children with Education,aktiv,Bildung,110 - Bildung,11220 - Grundschulbildung,Nordafrika/Naher Osten,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
3,0.4984,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",37410,"UNDP Irak, Stabilisierung, Wiederaufbau  und Beschäftigung",aktiv,Sonstige,730 - Wiederaufbauhilfe u. Wiederherstellungsmassnah,73010 - Kurzfristiger Wiederaufbau,Nordafrika/Naher Osten,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
3,0.9822,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",37411,UNDP Libanon: Lebanon Host Communities Support Programme,abgeschlossen,Sonstige,720 - Soforthilfe und entsprechende Dienstleistungen,72010 - Materielle Nothilfe,Nordafrika/Naher Osten,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
6,0.6992,"0.008*""bevölkerung"" + 0.007*""kind"" + 0.006*""lokal"" + 0.005*""infrastruktur"" + 0.005*""komponente"" + 0.004*""umsetzung"" + 0.004*""sozial"" + 0.004*""gemeinde"" + 0.004*""unterstützung"" + 0.004*""unterstützen""",37421,Unterstützung der Basisgesundheitsversorgung über UNICEF,abgeschlossen,Gesundheit,120 - Gesundheitswesen,12220 - Basisgesundheitsdienste,Afrika Subsahara,"Children / Youth, Public Infrastructure, & Local Community","Topic 6: Children / Youth, Public Infrastructure, & Local Community"
11,0.5318,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",37423,Wiederaufbau Darfur,aktiv,Friedensentwicklung und Krisenprävention,150 - Staat und Zivilgesellschaft,"15220 - Zivile Friedensentwicklung, Krisenpräv. u. Kon",Afrika Subsahara,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
3,0.7834,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",37440,"UNICEF Irak: Bildung, Kinderschutz und WASH",abgeschlossen,Bildung,110 - Bildung,11220 - Grundschulbildung,Nordafrika/Naher Osten,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
6,0.7241,"0.008*""bevölkerung"" + 0.007*""kind"" + 0.006*""lokal"" + 0.005*""infrastruktur"" + 0.005*""komponente"" + 0.004*""umsetzung"" + 0.004*""sozial"" + 0.004*""gemeinde"" + 0.004*""unterstützung"" + 0.004*""unterstützen""",37457,Gasspeicher - Georgian Oil & Gas Corporation (GOGC),aktiv,Energie,"230 - Energieerzeugung, -verteilung und -effizienz",23640 - Gasverteilung,Europa/Kaukasus,"Children / Youth, Public Infrastructure, & Local Community","Topic 6: Children / Youth, Public Infrastructure, & Local Community"
2,0.9901,"0.008*""verbesserung"" + 0.007*""nachhaltig"" + 0.006*""national"" + 0.006*""ländlich"" + 0.006*""investition"" + 0.006*""bevölkerung"" + 0.006*""leisten"" + 0.006*""unterstützen"" + 0.005*""entwicklung"" + 0.005*""wirtschaftlich""",37470,Regionale Lastverteilzentren für Stromnetzstabilität,aktiv,Energie,"230 - Energieerzeugung, -verteilung und -effizienz","23630 - Stromübertragung, -verteilung u. Speicher",Afrika Subsahara,Rural Development & National Empowerment,Topic 2: Rural Development & National Empowerment
3,0.9893,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",37476,Unterst. von Flüchtlingen sowie kurzfristige Verb. und Wiederaufbau von Infrastr. in und um paläst. Flüchtlingslager,abgeschlossen,Sonstige,720 - Soforthilfe und entsprechende Dienstleistungen,72010 - Materielle Nothilfe,Nordafrika/Naher Osten,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
2,0.9949,"0.008*""verbesserung"" + 0.007*""nachhaltig"" + 0.006*""national"" + 0.006*""ländlich"" + 0.006*""investition"" + 0.006*""bevölkerung"" + 0.006*""leisten"" + 0.006*""unterstützen"" + 0.005*""entwicklung"" + 0.005*""wirtschaftlich""",37482,Regionales Referenzlabor und Labor-Netzwerk in der EAC zur Bekämpfung von übertragbaren Erkrankungen II,aktiv,Gesundheit,120 - Gesundheitswesen,12191 - Medizinische Dienste,Afrika Subsahara,Rural Development & National Empowerment,Topic 2: Rural Development & National Empowerment
1,0.994,"0.013*""kkmu"" + 0.007*""zugang"" + 0.007*""investition"" + 0.006*""unternehmen"" + 0.006*""nachhaltig"" + 0.006*""finanzierung"" + 0.005*""privat"" + 0.005*""bevölkerung"" + 0.005*""gesundheit"" + 0.005*""verbessern""",37483,EAC-Stipendienprogramm II (VPT 1),aktiv,Bildung,110 - Bildung,11420 - Hochschulbildung,Afrika Subsahara,"SME Investment, Financial Services, & Health","Topic 1: SME Investment, Financial Services, & Health"
10,0.3369,"0.013*""energie"" + 0.009*""erneuerbar"" + 0.007*""stadt"" + 0.007*""bevölkerung"" + 0.006*""finanzieren"" + 0.006*""leisten"" + 0.006*""finanzierung"" + 0.005*""krankenhaus"" + 0.005*""investition"" + 0.005*""bau""",37491,Energieeffizienz in der ländlichen Stromversorgung (Investition),aktiv,Energie,"230 - Energieerzeugung, -verteilung und -effizienz","23630 - Stromübertragung, -verteilung u. Speicher",Asien/Ozeanien,"Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health","Topic 10: Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health"
9,0.9885,"0.013*""flüchtling"" + 0.011*""bevölkerung"" + 0.008*""nachhaltig"" + 0.007*""syrisch"" + 0.007*""verbessern"" + 0.006*""verbesserung"" + 0.005*""unterstützen"" + 0.005*""infrastruktur"" + 0.004*""lokal"" + 0.004*""finanzieren""",37509,Grenzüberschreitendes Biosphärenreservat V (PONT),aktiv,Umwelt und Klima,410 - Umweltschutz allgemein,41030 - Biodiversität,Europa/Kaukasus,Infrastructural and Humanitarian Support & Syrian Refugees,Topic 9: Infrastructural and Humanitarian Support & Syrian Refugees
3,0.9919,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",37524,Förderung der beruflichen Bildung,aktiv,Wirtschaft und Finanzsektor,110 - Bildung,11330 - Berufliche Bildung,Nordafrika/Naher Osten,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
6,0.9901,"0.008*""bevölkerung"" + 0.007*""kind"" + 0.006*""lokal"" + 0.005*""infrastruktur"" + 0.005*""komponente"" + 0.004*""umsetzung"" + 0.004*""sozial"" + 0.004*""gemeinde"" + 0.004*""unterstützung"" + 0.004*""unterstützen""",37527,Mehr Einkommen und Beschäftigung im ländlichen Raum durch Infrastruktur und Finanzierung in Malawi (VPT 1),aktiv,Ernährung und Landwirtschaft,250 - Privatwirtschaftliche und andere Dienste,25010 - Geschäftspolitik und -verwaltung,Afrika Subsahara,"Children / Youth, Public Infrastructure, & Local Community","Topic 6: Children / Youth, Public Infrastructure, & Local Community"
3,0.6445,"0.008*""zugang"" + 0.008*""verbesserung"" + 0.008*""flüchtling"" + 0.007*""gemeinde"" + 0.006*""bevölkerung"" + 0.006*""sozial"" + 0.005*""palästinensisch"" + 0.005*""bildung"" + 0.005*""kind"" + 0.005*""leisten""",37531,Wiederaufbau von Wohnraum im Gaza-Streifen,aktiv,Sonstige,160 - Sonstige soziale Infrastruktur und Dienste,16050 - Multisektorale Hilfe für soziale Grunddienste,Nordafrika/Naher Osten,"Refugees, Social/Community Support & Education","Topic 3: Refugees, Social/Community Support & Education"
5,0.9547,"0.008*""fond"" + 0.007*""unterstützen"" + 0.006*""land"" + 0.006*""finanzieren"" + 0.006*""verbessern"" + 0.006*""nachhaltig"" + 0.005*""region"" + 0.005*""fonds"" + 0.005*""sanad"" + 0.005*""lokal""",37554,Integriertes Wildschutz Management II,aktiv,Umwelt und Klima,410 - Umweltschutz allgemein,41030 - Biodiversität,Afrika Subsahara,Regional Financing & Local Support,Topic 5: Regional Financing & Local Support
2,0.5656,"0.008*""verbesserung"" + 0.007*""nachhaltig"" + 0.006*""national"" + 0.006*""ländlich"" + 0.006*""investition"" + 0.006*""bevölkerung"" + 0.006*""leisten"" + 0.006*""unterstützen"" + 0.005*""entwicklung"" + 0.005*""wirtschaftlich""",37578,Agrarfinanzierung in Mali,abgeschlossen,Ernährung und Landwirtschaft,"310 - Landwirtschaft, Forstwirtschaft und Fischereiwesen",31193 - Landwirtschaftliche Finanzdienste,Afrika Subsahara,Rural Development & National Empowerment,Topic 2: Rural Development & National Empowerment
11,0.4933,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",37581,Darlehen zur Unterstützung der Rückkehr von Binnenflüchtlingen im Irak (UFK mit Bundesdeckung),aktiv,Friedensentwicklung und Krisenprävention,150 - Staat und Zivilgesellschaft,"15220 - Zivile Friedensentwicklung, Krisenpräv. u. Kon",Nordafrika/Naher Osten,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
10,0.6755,"0.013*""energie"" + 0.009*""erneuerbar"" + 0.007*""stadt"" + 0.007*""bevölkerung"" + 0.006*""finanzieren"" + 0.006*""leisten"" + 0.006*""finanzierung"" + 0.005*""krankenhaus"" + 0.005*""investition"" + 0.005*""bau""",37590,Lanzhou Metro Linien Linie 2,aktiv,Transport und Kommunikation,210 - Transport und Lagerhaltung,21030 - Schienenverkehrswesen,Asien/Ozeanien,"Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health","Topic 10: Urban Infrastructure for Renewable Energy, Energy Efficiency, & Public Health"
11,0.9599,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",37626,Regionales UNHCR Vorhaben in Ostafrika: hier Äthiopien,abgeschlossen,Ernährung und Landwirtschaft,140 - Wasser und Abwasser-/Abfallentsorgung,14031 - Grundlegende Trinkwasserversorgung,Afrika Subsahara,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
11,0.898,"0.010*""nachhaltig"" + 0.008*""bevölkerung"" + 0.007*""verbesserung"" + 0.006*""lokal"" + 0.006*""national"" + 0.005*""schutz"" + 0.005*""ressource"" + 0.005*""unterstützen"" + 0.005*""natürlich"" + 0.005*""leisten""",37627,Regionales UNHCR Vorhaben in Ostafrika: hier Uganda,abgeschlossen,Ernährung und Landwirtschaft,120 - Gesundheitswesen,12220 - Basisgesundheitsdienste,Afrika Subsahara,Natural Resource & Biodiversity Protection,Topic 11: Natural Resource & Biodiversity Protection
2,0.9904,"0.008*""verbesserung"" + 0.007*""nachhaltig"" + 0.006*""national"" + 0.006*""ländlich"" + 0.006*""investition"" + 0.006*""bevölkerung"" + 0.006*""leisten"" + 0.006*""unterstützen"" + 0.005*""entwicklung"" + 0.005*""wirtschaftlich""",37659,Abwasserentsorgungsprogramm in Zentralamerika,aktiv,Wasser und Abfall,140 - Wasser und Abwasser-/Abfallentsorgung,"14020 - Wasser-, Sanitärver. und Abwassermanagement",Lateinamerika,Rural Development & National Empowerment,Topic 2: Rural Development & National Empowerment
8,0.5876,"0.008*""leisten"" + 0.007*""finanzierung"" + 0.006*""entwicklung"" + 0.005*""deutsch"" + 0.004*""mef"" + 0.004*""nachhaltig"" + 0.004*""unternehmen"" + 0.004*""verbessern"" + 0.004*""wirtschaftlich"" + 0.004*""unterstützen""",37665,Equity for Africa Group (EFAG),aktiv,Wirtschaft und Finanzsektor,"310 - Landwirtschaft, Forstwirtschaft und Fischereiwesen",31193 - Landwirtschaftliche Finanzdienste,Afrika Subsahara,Sustainable Finance & Microfinance for Private Sector,Topic 8: Sustainable Finance & Microfinance for Private Sector
2,0.9943,"0.008*""verbesserung"" + 0.007*""nachhaltig"" + 0.006*""national"" + 0.006*""ländlich"" + 0.006*""investition"" + 0.006*""bevölkerung"" + 0.006*""leisten"" + 0.006*""unterstützen"" + 0.005*""entwicklung"" + 0.005*""wirtschaftlich""",37673,Reproduktive Gesundheit inkl. Familienplanung; HIV/AIDS-Prävention in der ECOWAS-Region V,aktiv,Gesundheit,130 - Bevölkerungspolitik/-programme u. repd. Gesundheit,13020 - Förderung reproduktiver Gesundheit,Afrika Subsahara,Rural Development & National Empowerment,Topic 2: Rural Development & National Empowerment
8,0.9916,"0.008*""leisten"" + 0.007*""finanzierung"" + 0.006*""entwicklung"" + 0.005*""deutsch"" + 0.004*""mef"" + 0.004*""nachhaltig"" + 0.004*""unternehmen"" + 0.004*""verbessern"" + 0.004*""wirtschaftlich"" + 0.004*""unterstützen""",37697,"African Legal Support Facility, Phase II",aktiv,Sonstige,330 - Handel und Tourismus,33110 - Handelspolitik und -verwaltung,Afrika Subsahara,Sustainable Finance & Microfinance for Private Sector,Topic 8: Sustainable Finance & Microfinance for Private Sector
